Title,KSCdirect Part #,Price,UPC
DO NOT REORDER: Hillphoenix THCV1UNV024V-100L-H1 Constant Voltage Driver,HILL THCV1UNV024V-100L-H1,$22.84,
12/2WG SOL METAL CLAD CABLE ALUM (250' COIL) BK/WE    790210821030,MC CABLE 12/2WG,$0.75,739373738394
CH DPU222R AIR CONDITIONER DISCONNECT,CH DPU222R,$28.20,782113926858
3/4 PVC CONDUIT COUP 078002,COUP PVCE 3/4,$0.24,622454780026
1/2 IN EMT SSCR CONN,EGS 4050S,$0.29,687855846016
"SS WP 2G PWR OUTLT 2,147 HOLE STD SIZE",LEV 84026,$6.13,078477431306
"16-14 AWG Vinyl Insulated Butt Splice, 50/Pack",NSI B16-V,$0.12,662381067517
GB PS-550 PLASTIC STAPLES (500/BOX),GB PS-550,$22.56,032076665500
TYPE CHF BREAKER 20A / 1P 120/240V 10 KAIC,CH CHF120,$16.19,786685361840
CCH 5/8 Heavy Duty Nylon Cable Clamp,BIS 3380,$0.07,
2 PVC CONDUIT 90 ELL 078545 (Topaz 1046),90 PVCE 2,$5.11,622454785458
Blank Marker - 20 Amp -- PMC BSTR 5/36 WH,CON 3309.7,$0.03,
1/2 PVC CONDUIT MALE ADPT 078084 (Topaz 1031),MIP PVCE 1/2,$0.26,622454780842
2 PVC CONDUIT COUP 078006,COUP PVCE 2,$0.89,622454780064
"1"" PVC SCH 40 CONDUIT - 10' LENGTH A52BA12   (3600)",COND PVCE 1,$1.66,608789081045
BOX HANDY 4X2-1/8 2-1/8 DP WELD,EGS 4SSLVBEK,$5.89,687855877652
NCNR Nylon Cable Clamp 1/4,BIS 3364,$0.04,
4 IN SQ CVR 30-50 SGL RCPT,EGS 8377,$3.43,687855775057
EB IG SHALLOW SGL REC 3P/4W 30A/125/250V,LEV 278-S00,$6.60,078477695319
20 CU IN SINGLE W/NAILS/KO,CAN EZ20SNW,$0.96,88700970854
"NEER C-750 ROMEX CONNECTOR - 3/4""",EGS C-750,$0.98,687855107506
1 PVC CONDUIT 90 ELL 078542,90 PVCE 1,$1.95,622454785427
"1/2"" PVC SCH 40 CONDUIT-10' LENGTH  A52AE12    (6000)",COND PVCE 1/2,$0.77,608789081021
"NEER 1901 EMT 1-HOLE STRAP - 1/2""",EGS 1901,$0.09,687855219018
"NEER L-800 STEEL LOCKNUT - 3""",EGS L-800,$2.08,687855168002
EB SHLW REC SHL 3PO4WI GRND 50A125/250V,LEV 279-S00,$6.60,078477695302
"16-14 AWG Fully Insulated Fem, Nylon, 50/Pack",NSI IF16-250-3N,$0.17,662381079077
1 PVC CONDUIT COUP 078003 ( Topaz 1013 - 70/pk),COUP PVCE 1,$0.37,622454780033
W1CD/STR BLADE 5-15P PL,LEV 5266-C,$7.51,078477795200
"Hardwired Smoke & Carbon Monoxide Alarm, Interconnectable/Battery Backup",KID 21032250,$47.42,047871322503
MILBANK 200 AMP METER/MAIN MIDAM & ALLIANT APPR,MIL U5168-XTL-200-KK-ALT,$292.02,784572496361
4 IN ROUND BOX,EGS 4CL,$4.36,687855749300
MC CONNECTOR SNAP2IT SNAP-IN,ARL 38AST,$1.33,018997000705
CANTEX RD 20CU NAIL CEILING BOX ( B520A-UPC ),CAN EZ20CN,$2.85,88700019867
79292  LED14A19F82710YVRP LED LAMP-100W Equivalent,SYL LED14A19F82710YVRP,$11.89,046135792922
"2 Pos Jumper - 20 Amp -- SQI 2,5/2 YE",CON 17201.8,$0.32,44211148546
CANTEX 2 GA 32CU NAIL BOX ( B232A-CP ),CAN EZ32DN,$2.51,88700019881
12 MTW BLK 500'R ROHS,CAB 411040508,$0.24,029892256555
"NEER 1902 EMT 1-HOLE STRAP - 3/4""",EGS 1902,$0.15,687855219025
4 IN SQ CVR SGL GFCI,EGS 8362,$3.84,687855620623
"NEER L-500 STEEL LOCKNUT - 1-1/2""",EGS L-500,$0.53,687855165001
"NEER PB-200-D PVC BUSHING - 3/4""",EGS PB-200-D,$0.30,687855142002
1 GANG SCREW MOUNT DEVICE BOX,ARL F101,$3.43,018997436269
"NEER PB-500-D PVC BUSHING - 1-1/2""",EGS PB-500-D,$0.89,687855350278
CP WH SW TGL 3W GRND SCR 15A120VAC,LEV 1453-2W,$1.44,078477174708
WH WP 1G BLANK BOX MNT THERMOPL,LEV 80714-W,$0.48,078477493946
"W/P DEEP BOX 1/2"" 3-HUBS 1 GANG     GREY",BWF DB-5V,$8.39,087115380067
"1/2"" ST.LT.CONN.PLASTIC 25/100PK",TOP P471,$1.67,751338215801
WH WP 1G STD SIZE DEC THERMPL W/CAP SCR,LEV 80401-NW,$0.34,078477088807
15A 120/277V DEC SP SW WHITE,LEV 5601-2W,$1.90,078477517086
"NEER PB-100-D PVC BUSHING 1/2""",EGS PB-100-D,$0.21,687855350247
WH REC DUP INDENT 2PO3WI 5-20R 20A125V,LEV CR20-W,$1.44,078477815458
WH REC TR DEC DUP 15A125V,LEV T5325-W,$2.70,078477381625
QHE 4X32T8/UNV ISN-SC 120   49857,SYL QHE 4X32T8/UNV ISN-SC,$31.40,046135498572
"6"" 30GA ELBOW",SOU 90630,$3.70,099273524917
CANTEX RD OLD WORK BOX ( B618RR ),CAN EZ18CO,$4.80,88700019935
"NCNR  4325A 1/2"" Sticky Clip,  WCLA 562 ABA NATURAL",BIS 4325A,$0.48,
1-1/2 PVC CONDUIT MALE ADPT 078088 (Topaz 1035),MIP PVCE 1-1/2,$0.89,622454780880
W/P BLANK COVER GREY 1 GANG,BWF BC-1V,$0.96,087115290052
BRONZE GROUND CLAMP 1/2-1,NSI G-1-S,$6.00,662381010049
WH WP 1G TGL SW W/CAP SCR,LEV 80701-W,$0.34,078477088845
MC CONNECTOR SNAP 2 IT INS W/L NUT,ARL 38A,$1.33,018997000385
2 PVC TYPE 'LB' CONDUIT BODY 078145   LB20,LB PVCE 2,$17.25,622454781450
4 IN SQ CVR SGL TOGGLE,EGS 8361,$1.95,687855774708
* DO NOT REORDER*  Blank Marker - 50 Amp -- PMC SB 8/50 WH,CON 9406.7,$0.03,
"4"" 30GA ELBOW",SOU 90430,$3.56,099273524825
1 PVC CONDUIT MALE ADPT 078086 (Topaz 1033),MIP PVCE 1,$0.57,622454780866
12 MTW WHT 500'R ROHS,CAB 411040501,$0.24,029892256487
"NEER L-300 STEEL LOCKNUT - 1""",EGS L-300,$0.25,687855163007
WH REC DUP DEC WR TR 15A125V,LEV TWR15-W,$9.84,078477381847
3/8 PLASTIC PUSH-IN ROMAX CONN,ARL NM940,$0.26,018997721563
2 GANG SCREW MOUNT DEVICE BOX,ARL F102,$5.20,018997436405
4 IN SQ CVR 2 DPLX RCPT NEC,EGS 8371N,$1.71,687855703029
WH WP 2G TGL SW THERMOPL,LEV 80709-W,$0.69,078477493649
"3/8"" Liquidtight Non-Metallic Tubing Conduit - 100' coil",ELE NM2-10,$1.02,78267382011
"1-1/2"" PVC SCH 40 CONDUIT - 10' LENGTH A52BE12   (2250)",COND PVCE 1-1/2,$2.62,608789081069
4 IN OCT BOX 1-1/2 IN DEEP,EGS 4012,$3.38,687855750009
"3/4""ST LT CON PLAST.10/100",TOP P472,$2.39,751338215900
4 IN OCT CVR BLANK FLAT,EGS 8403,$1.43,687855775255
WH REC DUP INDENT 2PO3WI 5-15R 15A125V,LEV CR15-W,$1.38,078477815205
"3/8"" 1-HOLE BX STRAP",ARL 310,$0.17,018997003102
COPPER THHN 6 STRANDED - BLACK   118101201450  1000' SPOOL,THHN COP 6 STR BLK,$1.03,739373763440
"NEER PB-300-D PVC BUSHING - 1""",EGS PB-300-D,$0.54,687855143009
"GB 46-315UVB 14"" CABLE TIE - BLACK (100/BAG)",GB 46-315UVB,$9.61,032076881108
3/4 IN EMT SSCR CONN,EGS 4075S,$0.47,687855846061
2874 - Heyco Open Close Bushing OCB 875,BIS 2874,$0.07,
"Cable Tie, Double Lock, 6"" 30 Lb, Pack: 100/EA",GB 46-206,$4.73,032076462062
"3M™ Temflex™ Vinyl Electrical Tape 165, White, 3/4 in x 60 ft (19 mm x",3M 165 WHT,$2.12,00076308925765
"NEER C-1001-6 ROMEX CONNECTOR- 1""",EGS C-1001-R,$1.52,687855110018
WH WEATHER TR ST GFCI 20A125V,LEV GFWT2-W,$21.51,078477709191
"1-1/4"" PVC SCH 40 CONDUIT - 10' LENGTH  A52BC12   (3300)",COND PVCE 1-1/4,$1.91,608789081052
2-1/2 PVC CONDUIT MALE ADPT 078090 ( Topaz 1037 - 20/pk),MIP PVCE 2-1/2,$2.17,622454780903
"ELITE 6"" IC HOUSING AIR TIGHT",ELI EZ6IC-AT,$9.64,847801033390
"WP LOW PRO, XD, SG, WHITE",INT WP7000W,$12.16,078275149885
1-1/4 PVC CONDUIT MALE ADPT 078087 (Topaz 1034 40/pk)),MIP PVCE 1-1/4,$0.74,622454780873
"NEER PB-400-D PVC BUSHING - 1-1/4""",EGS PB-400-D,$0.65,687855350261
"NEER AC-90 ANGLE CONNECTOR - 3/8""",EGS AC-90,$0.92,687855100903
4 IN SQ 1/2 IN RSD SGL DVC,EGS 8468A,$1.19,687855776658
"NEER TH-1806 HW 2-HOLE STRAP - 2""",EGS TH-1806,$0.96,68785531806
Plastic Keyless Lampholder,LEV 8829-CW4,$2.41,078477103180
WH/IV/LA ILLUMATECH UNIV DIMMER 150W LED,LEV IPL06-10Z,$29.35,078477561867
WH WP 2G STD SIZE DEC W/SCR,LEV 80409-NW,$0.69,078477488508
1 X 12 HEX HEAD DRILL SCREW 100/BOX JDS171,MET JDS171,$10.47,63972080304
2-2-2-4 SER ALUMINUM WIRE 500' REEL   304351611240,SER ALUM 2-2-2-4,$1.60,739373885074
*See Notes**  Economy 1H/1C Non-Programmable,BRB 1020,$61.22,833732001782
12 MTW GRN 500'R ROHS,CAB 411040505,$0.24,029892256524
"NEER PB-700-D PVCD BUSHING 2-1/2""",EGS PB-700-D,$3.19,687855147007
3/4 PVC TYPE 'LB' CONDUIT BODY-078141 ( Topaz 1142 - 15/pk)),LB PVCE 3/4,$4.84,622454781412
"Temflex Vinyl Electrical Tape 165, Blk, 3/4 ""x 60',  6 mil, 100 rolls/case",3M 1700,$1.85,00076308925680
"22-18 AWG Vinyl Insulated Butt Splice, 100/Pack",NSI B22-V,$0.10,662381067500
"Topaz 70885 4"" COLOR SELECT DOWNLIGHT ROUND 540L 90CRI 5CCT-27/30/35/40/50K",TOP RDL/4RND/9/5CTS,$17.22,751338034853
"Hillphoenix Plastic Fan Cover - 7""   (BLACK)",HILL PLASTIC FAN COVER,$1.02,
COPPER ROMAX 14/3WG (250' COIL)  101310700030,ROMAX COP 14/3WG,$0.61,739373015051
LED8.5A19F82710YVRP-60W Equivalent  Contractor Series LED A19 Lamps,SYL 73885,$4.07,046135738852
WH PORC LAMPH KLESS 4 SCR 660W250V,LEV 49875,$2.71,078477323007
"SHEET GAL 28GA 36"" X 96""       (5)",AD G369628,$50.61,
"NEER L-400 STEEL LOCKNUT - 1-1/4"" ( TOP 284UL 50/pk )",EGS L-400,$0.90,687855164004
GREEN STRD 6 COP THHN   118101205440,THHN COP 6 STR GRN,$1.03,739373763112
4 IN SQ OUTL BOX 2-1/8 DEEP,EGS 4SDVBEKPL,$3.70,687855771271
WH ST TR GFCI 20A125V,LEV GFTR2-W,$19.83,078477497364
"4"" WHITE PLASTIC VENT HOOD",SOU SVHWP4 WHITE,$7.92,
RECEPTACLE HANDY BOX CVR 4 X 2-1/8,EGS 2510,$1.31,687855770953
"USL 380  250FT COIL, Size: 380",ELE 92402,$0.95,782673924028
1/2' X 6' #10 AC WHIP,BRA 18825,$19.97,
1-1/2 PVC CONDUIT 90 ELL 078544 ( Topaz 1045 - 30/pk),90 PVCE 1-1/2,$3.73,622454785441
1-1/2 PVC CONDUIT COUP 078005 (Topaz 1015),COUP PVCE 1-1/2,$0.68,622454780057
TYPE CHF BREAKER 30A / 2P 120/240V 10 KAIC,CH CHF230,$33.29,786685361901
POWER SUPPLY CORD - 6 FT - 16/3 SJTW - 9706SW8808,CORD POWER SUPPLY 6FT,$7.89,029892097066
"8"" Stranded Pigtails 14awg w/fork,ring/screw. Cutting Point Screw 1000/BX",EPC PKC8W,$0.44,780321100404
2WCP_ROCKER SWITCH,LEV 5603-2W,$2.47,078477517284
30A 2-POLE TM BRKR,LEV LB230-T,$18.30,078477644683
"NEER L-700 STEEL LOCKNUT - 2-1/2""",EGS L-700,$4.32,687855167005
(SEE NOTES)    Topaz 79590 LED Bafffle Trim 15 watt 1200 lumen 30k White,TOP RTL/633WH/15W/D-61,$13.17,751338022942
COPPER ROMAX 12/2WG (1000' REEL)   101210800050,ROMAX COP 12/2WG REEL,$0.69,739373003089
"In Use Weatherproof Cover, Single Gang, Vrt/Hrz conf, 2.75' Clear",INT WP5100C,$10.49,078275145290
"NEER CNN-100 CHASE NIPPLE- 1/2""",EGS CNN-100,$0.89,687855949007
COPPER THHN 8 STRANDED - BLK   118101001450   1000' SPOOL,THHN COP 8 STR BLK,$0.67,739373763068
Warrior Wrap 7mil General Vinyl Electrical Tape,NSI WW-716,$1.16,662381367365
SGY POUCH - WIRE CONNECTOR YELLOW (100/BG),3M SG-Y,$19.91,00076308926113
1 PVC TYPE 'LB' CONDUIT BODY-078142 (Topaz 1143 10/pk),LB PVCE 1,$5.33,622454781429
1/2 IN LFMC CONN,APP ST50,$5.06,781381679107
MICRO LEAK DETECTOR SPRAY QUART,BIG BLU RT100S,$12.51,017857100326
COPPER THHN 12 STRANDED - WHITE    106100802460,THHN COP 12 STR WHT,$0.23,50739373089224
REDUCING BUSHING - STEEL 3/4 TO 1/2 IN NPT,APP RB7550,$1.37,781381654357
4/0-4/0-2/0 URD ALUM WIRE SWEETBRIAR (1000' RL)  381252101450,URD 4/0-4/0-2/0,$2.82,739373923967
"Topaz 79434 4' T8 Frosted Glass Bypass Ballast  4000k 1,800 lumen",TOP L4T8B/840/14F/DE-39C,$6.59,751338024649
4 X 2-1/8 HANDY BOX - 1-7/8 Deep,EGS 4CS12,$1.55,687855749355
COPPER THHN 12 STRANDED - GREEN   106100805460,THHN COP 12 STR GRN,$0.23,50739373089521
1 EMT CONDUIT    (3000),COND EMT 1,$2.17,091111020032
"6S 60"" S-CLEAT",SOU 6S60,$5.17,099273522548
"MILBANK 2"" METER HUB",MIL A7517,$8.88,784572110427
4 X 4 X 2 PVC JUNCTION BOX KRAYLOY-278300 - JBX - new style,BOX PVCE 4X4X2,$13.71,622454418745
"NEER IS-500 BEAM CLAMP 1/4"" OLD NEE BC-260",OZG IS-500,$3.15,783126310009
8' LED STRIPLIGHT 114W 13000 LUMENS 4000K 120-277VAC,UNV STRP496-114W840-U,,
1/4 X 1 FENDER WASHER (100/PACK),MET JW113,$7.90,63972080536
F114 04 25 Double Ply Black Poly Flex Duct R-4.2,MUE 051001,$49.96,684048510013
1-1/4 PVC CONDUIT COUP 078004 (Topaz 1014),COUP PVCE 1-1/4,$0.49,622454780040
"W/P DEEP BOX 3/4"" 3-HUBS 1 GANG    GREY",BWF DB-75V,$9.09,087115271051
4/0-4/0-4/0-2/0 SER AL WIRE 500' REEL     304352111440,SER ALUM 4/0-4/0-4/0-2/0,$3.80,739373885227
"NEER RN-50 OFFSET NIPPLE - 1/2""",EGS RN-50,$4.55,687855290505
"USL 580 100FT. COIL, Size: 580",ELE 96402,$1.36,782673964024
IV ST TR GFCI 15A125V,LEV GFTR1-I,$18.12,078477487136
"CADDY CD1-B CONDUIT HANGER 3/4""",CAD CD1-B,$1.02,782856120018
1-1/4 PVC CONDUIT 90 ELL 078543 (Topaz 1044),90 PVCE 1-1/4,$2.81,622454785434
"GB 10-002 Blue Twist-on Wire Connector, (100/BOX)",GB 10-002,$5.63,032076100025
"Clamp 1/4"" Steel Clamp w/rubber cushion black","BIS SPN-4 1/4""",$0.44,
"Cable Tie, 4"" 18 Lb, Pack: 100/EA",GB 46-104,$2.42,032076461041
6 X 6 X 4 PVC JUNCTION BOX KRAYLOY-278304,BOX PVCE 6X6X4,$27.68,622454418943
COPPER ROMAX 10/2WG (250' COIL)    101210900030,ROMAX COP 10/2WG,$1.19,739373005052
1/2 IN EMT SSCR CPLG,EGS 5050S,$0.38,687855851010
3/4 IN EMT SSCR CPLG,EGS 5075S,$0.71,687855851065
IV REC DUP TR 2POLE 3WI 15A125V,LEV T5320-I,$1.41,078477381915
1/2 CARFLEX NM CONDUIT (BULK 1000' REEL),ELE NM11 1/2 BULK,$1.28,782673810147
60'' JT 6'' 30GA S/L PIPE,SOU SL60630,$10.97,099273532288
1/2 PVC CONDUIT 90 ELL-078540  ( Topaz 1041 - 50/pk),90 PVCE 1/2,$1.12,622454785403
"2"" PVC SCH 80 CONDUIT - 10' LENGTH  A53CA12   (1400)",COND PVCE80 2,$5.36,608789093086
"WH SNAPIN REC 14GA TEW 6"" PLAST 15A125V",LEV 1374-1W,$6.52,078477124307
35mm x 7.5mm x 2m Perforated Din Rail - 2094.0/D  (1080pcmin)    2094.0/D,CAN PD35ZF605,$5.68,
SWITCH HANDY BOX CVR 4 X 2-1/8,EGS 2594,$1.11,687855771554
14 MTW BLK 500'R ROHS,CAB 411030508,$0.19,029892254735
CANTEX 3 GA 44CU NAIL BOX ( B344AB ),CAN EZ44TN,$3.99,88700019959
COPPER THHN 12 SOLID - GREEN     105100805060,THHN COP 12 SOL GRN,$0.22,50739373079522
3/4 IN LFMC CONN,APP ST75,$7.20,781381679251
"2-1/2"" PVC SCH 40 CONDUIT - 10' LENGTH  A52CE12  (930)",COND PVCE 2-1/2,$5.58,608789081106
"NEER KO-50 KNOCK-OUT SEAL - 1/2""",EGS KO-50,$0.67,68785540050
1/2 PVC CONDUIT COUP 078001,COUP PVCE 1/2,$0.19,622454780019
"Topaz 77225 6"" Frame Kit / Waffer  (48)",TOP RDL6-FRAME-KIT,$9.12,751338023093
"CEILING BOX 2"" W/BRCKT",ARL FBS420S,$13.70,018997752024
GB PS-150 PLASTIC STAPLES (100/BOX),GB PS-150,$5.36,032076661502
BRAMEC 8971 ABRASIVE SAND CLOTH 1-1/2X10,BRA 8971,$4.36,612542089711
1/2 PVC CONDUIT 2-HOLE STRAP-078375 (Topaz 1061),STRAP PVCE 1/2,$0.38,622454783751
"GB 45-524UVB 24"" CABLE TIE BLACK (10/BAG)",GB 45-524UVB,$7.63,032076056704
"Chime, 2 lighted pushbutton, 1 std. transformer",BRO BK125LWH,$24.00,784891030062
S2 Single Wire Lug (2-14AWG),S2,$0.65,
WH SW STD TGL SP 15A120/277V,LEV CS115-2W,$2.25,078477815540
UL VERSION CP IV SW TGL SP 15A120VAC,LEV 1451-2I,$0.84,078477772713
3/4 CARFLEX NM CONDUIT (BULK 500' REEL),ELE NM12 3/4 BULK,$1.75,78267381024
AC DISCONNECT MOLDED CASE,CH DPB222R,$36.05,782114205686
02 Magnetic Catch Latches BLACK,BIS 02-10-101-10,$1.40,
1-1/2 PVC TYPE 'LB' CONDUIT BODY-078144 (Topaz 1145 10/pk),LB PVCE 1-1/2,$9.75,622454781443
1 X 12 TEK SELF-DRILLING SCREW 100/BOX JTEKD8,MET JTEKD8,$16.68,63972080362
CANTEX 2 GA OLD WORK BOX ( B225R-UPC ),CAN EZ25DO,$4.79,88700019911
"70 CFM, 2.0 Sones Fan/Light (replaces 679)",BRO A70L,$103.65,026715236497
1-1/4 PVC TYPE 'LB' CONDUIT BODY-078143 ( Topaz 1144 10/pk),LB PVCE 1-1/4,$8.11,622454781436
20A 1-POLE TM AFCI/GFCI BRKR,LEV LB120-DFT,$90.54,078477644836
"NEER TH-1802 HW 2-HOLE STRAP - 3/4""",EGS TH-1802,$0.22,687855318025
3/4 PVC CONDUIT 2-HOLE STRAP   078376,STRAP PVCE 3/4,$0.45,622454783768
"1/2"" LB COVER & GASKET",BWF 600-CGV,$3.41,087115752055
COPPER #6 BARE SOLID SOFT DRAWN   170101200035  (315),WIRE COP #6 BARE SOL S/D,$0.86,739373055132
"VHB Tape, Black, 1/2"" x 72 Yards",3M VHB4929050,$249.84,00021200674914
DIRECT BURIAL SPLICE KIT 14/3 TO 8/3 WITH GROUND,NSI SKDB DIRECT BURIAL,$26.42,662381169204
Fuseholder Dinrail 1/4 x 1,CAFL4U-16AMP,$3.89,
20A 1-POLE TM BRKR,LEV LB120-T,$9.93,078477644621
COPPER 10/3 TYPE 'SO' CORD 8223290408 - 55809706,CORD COP SO 10/3,$2.22,032886081408
"NEER 1802 HW 1-HOLE STRAP - 3/4""",EGS 1802,$0.37,687855218028
FO32/841/ECO 4' Bulb,SYL FO32/841/ECO,$15.98,046135217814
16-14 AWG Vinyl Insulated Ring #10 Stud - 100 Per Pack,NSI R16-10V,$0.16,662381060082
Mag Daddy BRM4T200 2 inch 1/4-20 Magnetic Bridle Ring,MAG BRM4T200,$5.36,853691003276
2-1/2 PVC CONDUIT 90 ELL 078546 - (Topaz 1047 -18/pk),90 PVCE 2-1/2,$8.91,622454785465
"CADDY CDO-B CONDUIT HANGER 1/2""",CAD CDO-B,$0.88,782856120001
"SQUARE D Single Pole, 20A Breaker",SQU QO120,$16.48,BREAKE00015
NCNR Heyco HFC 3/8-S-90-Twist,BIS 8500,$0.92,
WESTINGHOUSE BR120 CIRCUIT BREAKER,CH BR120,$8.31,786676362108
2-1/2 PVC CONDUIT COUP  078007 (Topaz 1017),COUP PVCE 2-1/2,$1.57,622454780071
"60"" JT 4"" 30GA S/L PIPE",SOU SL60430,$10.52,099273532233
TYPE BR 2 POLE SURGE ARRESTER,CH BRNSURGE,$84.82,786689353667
NCNR 3/8 Black Cable Clamp,BIS 9828,$0.57,
4 IN SQ CVR 1/2 IN RSD 2 DVC,EGS 8470A,$2.40,687855777051
WH REC SGL 2P3W 6-20R 20A250V,LEV 5821-W,$3.51,078477249871
WH WP 2G DUP OUTLET THERMOPL,LEV 80716-W,$0.69,078477494042
16 MTW YEL 500'R ROHS,CAB 411020502,$0.12,029892252731
16 MTW WHT 500'R ROHS,CAB 411020501,$0.12,029892252724
COPPER THHN 4 STRANDED - BLK   118101401450,THHN COP 4 STR BLK,$1.57,739373763365
VIPER AEROSOL COIL DEGREASER,VIPER RT375A,$11.29,017857375205
COPPER THHN 10 STRANDED - GREEN   106100905450,THHN COP 10 STR GRN,$0.36,739373723758
SS WP 1G SGL OUTLET STD SIZE,LEV 84004-40,$2.53,078477428603
"1/2"" 1SCW SDL CONN ST",ARL L17ST,$1.79,018997339058
"NEER TH-1803 HW 2-HOLE STRAP - 1""",EGS TH-1803,$0.36,687855318032
1CD/STR BLD 15-15 CN,LEV 5269-C,$10.26,078477795316
WH WP 2G 1TGL/1 DEC THERMOPL,LEV 80707-W,$1.24,078477980088
SOLID W COMBO SCREW 8 IN. (50 per pack),NSI PG12C-8,$0.68,662381143280
16/2 SJOOW ROYAL 250' ROHS - 55811801  (26wk leadtime),CAB 8232260408,$0.60,029892357856
"3/4"" LB COVER & GASKET",BWF 601-CGV,$4.37,087115752109
EB SHAL REC SGL 3P3W FLUSH MNT 50A125/250V,LEV 5206-S10,$4.74,078477905739
COPPER THHN 12 SOLID - WHITE    105100802060,THHN COP 12 SOL WHT,$0.22,50739373079225
"1/2""LT 90 PLASTIC 10/100-PK",TOP P491,$2.68,751338216600
"8FT JT 4"" ALUM FLEX",SOU MF4,$10.18,
"ANGLE PLUG, 30A-125/250V",LEV 287-E,$19.02,078477644935
"SQUARE D HOMELINE Single Pole, 20A Breaker",SQU HOM120,$10.89,BREAKEZZ002
DYKE AL WIRE 4-C UNDERGROUND   381351601250,URD 2-2-2-4,$1.84,739373887153
"ROUND OUTLET BOX 1/2"" GREY 5 HOLE",BWF RB-5V,$5.07,087115200662
EB SHALLOW SGL REC 2P 3W GRND 50A-250V 0,LEV 5374-S00,$15.87,078477695401
"SQUARE D Two Pole, 30A Breaker",SQU QO230,$34.14,BREAKE00055
"3 Pos Jumper - 20 Amp -- SQI 2,5/3 YE",CON 17202.8,$0.50,44211148553
COPPER ROMAX 6/3WG ( 500' REEL)    101311200040,ROMAX COP 6/3WG BULK,$4.16,739373023070
"Clamp Cable White Nylon, 1""",BIS 3340,$0.07,
1/2 PVC TYPE 'LB' CONDUIT BODY-078140 ( Topaz 1141 -25/pk),LB PVCE 1/2,$3.77,622454781405
COPPER THHN 12 STRANDED - BLK    106100801460,THHN COP 12 STR BLK,$0.23,50739373089125
Extra Duty Die-Cast Cover-vertical,INT WP1010MXD,$21.51,078275130135
LED9BR30DIM82710YVRP2,SYL 73954,$9.73,046135739545
CADDY 3/4 STRUT CLAMP EMT/RIGID,CAD SK125I,$2.63,782856253372
"Spade Terminal, 12-10 Awg, Stud Sz 8-10, Yellow, Pack: 50/EA",GB 10-116,$13.77,032076101169
"Cable Tie, Uvb, 6"" 30 Lb, Pack: 100/EA",GB 46-206UVB,$4.90,032076881498
SS WP 1G STD SIZE TGL,LEV 84001,$1.60,078477119181
GB 10-003 Orange Twist-on Wire Connector (100/BOX),GB 10-003,$6.57,032076100032
"Vinyl Electrical Tape 3/4"" x 66'",3M SUPER 88,$11.90,00054007061434
COPPER 12/3 TYPE 'SOOW' CORD 8223280408 - 55809406   (250' rolls only),CORD COP SO 12/3,$1.68,029892435639
TYPE CHF BREAKER 15A / 1P 120/240V 10 KAIC,CH CHF115,$16.19,786685361833
"GB 46-104UVB 4"" BLACK CABLE TIE (100/BAG)",GB 46-104UVB,$2.61,032076881467
(HP no longer using) 4 STRD COPPER LUG (FLC-4),NSI TL4,$2.81,662381005717
COPPER UF 12/2WG (250' COIL)   102210800030,UF COP 12/2WG,$0.77,739373031051
12 X 12 X 6 PVC JUNCT BOX KRAYLOY-278309,BOX PVCE 12X12X6,$82.29,622454418868
"NEER SC-50 SQUEEZE CONNECTOR - 1/2""",EGS SC-50,$0.64,687855200504
3/8 IN 90 DEG ZINC BOX CONN,EGS 3890SLC,$1.16,687855876914
"NEER NMM-11 LIQUID TIGHT STR CONN - 1/2""",EGS NMM-11,$4.46,687855211111
NSI OXIDE INHIBITOR 8OZ,NSI OX-8,$25.45,662381055217
VSC15/10 PVC WP SING. GANG COV. TOGGLE SWITCH (Topaz 1316),KRA 078900,$8.14,622454789005
Ratcheting Strain Relief RSR-875,BIS 1280,$0.36,
3M SGR POUCH Red Wire Conn. (100/Pouch),3M SG-R,$26.01,076308926120
2-2-4 URD ALUMINUM WIRE STEPHENS (1000' REEL)  381251601250,URD 2-2-4,$1.42,739373924124
"NEER TH-1805 HW 2-HOLE STRAP - 1-1/2""",EGS TH-1805,$0.61,687855318056
WH WP 3G TGL SW THERMOPL,LEV 80711-W,$1.12,078477493748
COPPER THHN 12 SOLID - BLK    105100801060,THHN COP 12 SOL BLK,$0.22,50739373079126
FAN BOX 13.4 CU. IN.,ARL FB442,$7.22,018997721945
"NEER KO-75 KNOCK-OUT SEAL - 3/4"" ( TOP KO51 - 100/pk)",EGS KO-75,$0.76,687855400751
"GB FP159-3 SAFETY PLATE- 3""",GB FP159-3,$0.26,032076309961
4 IN SQ CVR SGL RCPT,EGS 8363,$2.06,687855774753
4' LED STRIPLIGHT 57W 6400 LUMENS 4000K 120-277VAC,UNV STRP448-57W840-U,,
E-Z-IN SWITCH BOX SUPPORT,EGS 896,$0.65,687855768905
WESTINGHOUSE BR230 CIRCUIT BREAKER,CH BR230,$16.85,786676362955
4/0 XHHW ALUMINUM WIRE   341102101450,XHHW-2 ALUM #4/0,$0.99,739373873156
(Buy Ratio) IT-1/0-14 Awg Polaris Insul-Tap Conn,NSI IT-1/0,$20.23,662381950031
3/4 X 10FT GALVANIZED HANGER STRAP 6505,HANG STR GALV 3/4X10,$2.09,612542065050
COPPER ROMAX 8/3WG ( 500' REEL)   101311000040,ROMAX COP 8/3WG BULK,$2.85,739373021076
